"Hugo_Symbol","bladder","breast","cervix","colon","kidney","liver","lung","prostate","salivary","stomach","thyroid","uterus","max_easophagus"
"TST",1167.14,836.53,934.76,2573.36,2335.34,14163.58,1216.75,1085.155,1561.89,2600.41,571.05,1220.985,2287.2
"ZBTB5",126.12,191.67,127.89,140.04,153.905,114.36,146.03,160.46,201.25,161.02,246.28,148.09,379.04
"ICT1",808,693.58,688.78,775.05,872.12,1015.93,642.59,767.025,830.75,788.615,599.49,725.595,769.69
"CGB1",0,0,0,0,0,0,0,0,0,0,0,0,0
"RAD51",55.49,40.07,37.85,75.11,19.045,13.42,31.22,28.25,92.7,43.785,19.82,33.9,120.1
"ZNF281",100.83,211.31,82.87,89.51,136.2,217.27,182.55,90.14,78.34,93.68,105.52,135.27,113.56
"AC091801.1",7.11,8.92,106.63,0,0,0,0,0,0,0.565,0,7.795,4.84
"GDF3",2.03,3.99,10.31,1.03,19.115,0,1.62,1.06,1.51,0,2.28,8.25,1.95
"SRP72",1167.14,1628.26,1572.76,988.12,1131.275,743.43,1208.34,1242.365,1457.23,1308.69,1092.71,1212.545,1191.69
"RPL23",50359.33,58250.19,82951.62,36357.37,29534.015,22850.48,40062.48,46339.95,43236.64,36106.23,41188.81,71220.965,38966.94
"TNP1",0.65,0.47,3.23,2.27,0.56,1.99,0,0.88,0.59,1.77,9.2,1.695,5.87
"BAK1",511,269.6,307.69,738.29,516.6,153.34,400.71,279.14,620.67,607.89,213.525,264.035,647.07
"CACNA1G",1.99,10.63,381.68,2.97,0.3,0.18,3.17,20.945,3.26,3.07,5.495,33.54,6.41
"TNFRSF10B",723.08,493.56,267.73,511,455.67,785.88,813.63,438.59,423.61,410.575,536.45,380.36,503.95
"TRPM3",2.61,6.57,7.63,1.77,187.295,1.99,2.03,8.38,1.46,4.24,23.25,7.94,6.035
"TTC33",185.11,289.02,211.31,204.07,294.105,138.1,217.27,229.72,165.57,166.735,249.73,246.28,208.38
"RPAIN",511,718.08,759.08,567.1,516.355,460.44,656.11,653.845,476.71,551.56,693.58,822.15,674.605
"RC3H2",318.57,346.29,191.67,224.97,296.23,150.17,279.14,232.13,287.01,265.87,277.2,236.215,323.03
"TCTEX1D1",20.41,20.86,38.67,15.91,7.58,54.33,85.82,9.445,9.41,13.22,7.63,24.46,45.05
"KDM8",71,78.89,85.22,89.51,94.68,2384.37,87.65,123.07,59.13,113.96,124.37,134.315,84.045
"ULK1",490.14,447.82,688.78,470.14,336.8,432.53,376.41,532.74,346.29,557.345,589.175,622.83,1229.545
"EWSR1",4095,3443.31,4239.45,3982.99,3190.765,2520.38,3589.58,3874.05,3372.43,3820.7,4239.45,4239.45,4095
"AC068533.7",14.67,26.28,12.55,31,29.485,40.93,19.82,12.785,8.85,65.26,17.005,11,27.25
"CDKN1A",7966.99,1651,4066.71,3716.2,1897.38,2468.49,3349.13,1825.77,4095,2786.99,1691.58,1155.12,3146.52
"UBAP2L",1697.45,1950,1909.85,1487.87,1432.185,802.41,1844.76,1703.355,1781.89,1572.76,1984.12,1806.82,2104.58
"NAP1L5",246.28,157.68,267.73,87.65,202.66,81.71,98.04,167.315,50.63,75.91,258.57,167.315,163.85
"RASD2",53.57,88.26,49.21,366.09,18.905,2.71,36.01,316.37,19.53,53.38,26.005,132.435,633.73
"BCL7C",748.61,624.99,1819.35,713.11,875.135,371.22,651.58,827.875,587.13,887.365,794.105,1175.38,810.815
"RP11-12J10.3",5.5,6.26,3.53,6.01,4.76,1.79,7.46,7,5.15,6.725,30.12,5.17,8.38
"ABHD5",463.65,684.02,190.34,363.56,399.34,287.01,656.11,263.115,842.36,395.18,409.15,141.515,813.63
"CCDC36",9.06,30.12,20.71,10,2.89,0.96,8.25,5.3,2.01,6.385,19.46,21.71,27.05
"C6orf226",309.83,249.73,466.88,343.89,486.35,297.17,384.34,511,281.09,296.14,417.77,447.82,444.73
"AC027307.3",14.35,15.8,20.56,14.24,8.2,2.27,10.79,16.515,10,10.55,10.96,27.25,19.605
"ISL1",13.62,1.35,127,10.71,0,0,0.05,154.965,14.78,87.655,3.32,2.595,127.29
"ATP6V1C1",555.41,848.22,466.88,435.55,991.61,348.71,620.67,518.15,429.54,368.65,830.75,446.29,463.65
"LMF1",318.57,373.81,454.09,271.48,323.03,406.31,346.29,502.205,283.05,372.515,569.075,357.295,400.71
"SNTN",0,0,0,0,0,0,181.28,0,0,2.825,0,0,0
"PXMP4",178.77,368.65,191.67,193.01,222.665,218.79,457.25,332.215,202.66,243.725,281.09,123.08,172.65
"ETV2",35,22.75,77.25,37.59,28.055,38.12,27.05,51.355,50.63,64.345,26.67,43.045,65.26
"OR5K2",2.68,4.62,4.9,4.03,1.94,0.45,4.17,2.365,1.43,2.58,2.795,5.215,7.91
"RETSAT",921.88,2609.3,466.88,1628.26,1295.13,2417.67,954.43,1155.065,1088.92,1432.25,1721.16,542.075,1467.37
"GEMIN6",176.29,244.57,244.57,193.01,240.355,265.87,198.47,193.01,173.85,206.94,206.22,310.915,164.42
"VARS",728.11,703.28,536.45,688.78,647.07,567.1,629.35,583.125,1037.29,796.86,571.05,713.11,1066.48
"LRRC59",1111.82,1023,1143.1,1617,961.095,1104.13,1313.23,1524.44,1639.59,1757.34,988.12,902.905,1322.37
"GPX7",318.57,323.03,848.22,182.55,287.125,92.7,273.37,310.93,131.51,176.91,518.15,505.705,224.97
"TIAF1",156.59,181.28,190.34,262.2,127.005,493.56,175.07,123.07,260.38,239.525,134.3,194.36,457.25
"EXO1",20.56,14.78,8.06,22.1,6.945,4.86,11.04,7.425,39.79,18.905,7.31,9.485,57.49
"HMX2",0,0,0,5.28,18.11,0,0,1.07,0,0,0,0,0
"POLK",162.14,329.84,181.28,167.9,261.74,109.66,236.21,215.785,126.12,163.85,319.685,191.69,283.05
"C12orf56",12.36,0,9.63,5.73,35.035,0,0,13.94,39.79,0.775,0.93,0,74.06
"IL33",748.61,1359.57,1135.2,406.31,129.945,293.07,1378.57,532.79,476.71,507.46,316.37,1097.155,1322.37
"THADA",473.41,555.41,656.11,312,457.35,251.48,473.41,735.74,409.15,299.25,693.58,688.78,403.5
"CD7",169.07,64.8,156.59,204.07,25.415,127,283.05,87.645,132.44,249.73,85.82,116.5,105.15
"COL11A1",1.87,18.56,24.99,7.17,3.96,0.8,4.66,3.66,8.13,1.605,3.82,5.775,4.9
"MRPL46",698.41,656.11,486.75,780.44,872.12,1605.83,571.05,583.07,780.44,638.15,581.055,674.59,616.37
"C1QBP",2645.74,2555.58,2287.2,2956.17,2855.44,2400.97,1819.35,2343.405,3491.39,2359.715,1819.35,2384.435,3491.39
"HAUS6",95.34,163.28,82.29,87.03,80.375,58.3,92.05,96.01,98.04,70.51,87.955,121.79,101.54
"NR3C1",387.02,1051.79,400.71,303.44,416.34,1151.06,693.58,470.14,312,375.13,483.38,402.12,565.14
"FILIP1",339.14,71,27.25,126.12,42.515,20.11,186.4,40.645,31.45,44.41,44.25,256.015,264.03
"SCD5",209.84,229.72,1001.93,177.53,1059.52,44.89,438.59,384.34,137.14,222.635,813.63,331.04,330.99
"TCF19",199.85,171.45,176.29,165.57,128.34,20.11,115.97,153.34,187.71,139.555,71,158.245,269.6
"HIST1H1B",0,0,10.88,1.58,0,0,0.68,0,0,0,0,0,2.39
"SBNO2",503.95,490.14,616.37,518.15,331.01,368.65,830.75,450.955,1073.91,662.985,553.485,437.07,1322.37
"NAE1",842.36,961.07,796.86,825,656.13,435.55,638.15,799.635,708.18,665.29,860.08,971.275,896.64
"SLC27A6",24.28,146.03,139.07,10.31,0.31,0.87,17.77,48.72,73.03,8.645,35.125,56.52,278.17
"MYO18A",764.36,660.68,559.28,890.44,452.645,1015.93,559.28,523.575,1304.15,791.35,423.61,733.19,1259.69
"TRMT44",223.41,277.2,348.71,149.12,160.46,125.24,178.77,218.79,248,212.055,376.41,326.425,435.55
"RPL4",84694.64,76330.98,100023.92,52497.92,42054.3,30361.44,43537.38,61571.56,67846.12,57249.815,52497.92,85283.74,56657.31
"MAGEE1",42.11,78.89,88.26,35.25,85.845,7,42.11,90.14,28.45,33.54,75.64,146.04,62.34
"OSER1",860.08,928.3,1096.5,780.44,647.085,470.14,708.18,777.745,842.36,681.655,896.64,977.895,1143.1
"EEPD1",291.04,536.45,295.11,363.56,103.73,356.05,246.28,273.37,177.53,438.59,75.11,261.3,609.99
"CRLS1",830.75,1295.13,808,1111.82,1313.35,3060.45,1388.16,1407.55,808,1369.04,1070.195,1048.2,1073.91
"C20orf24",1923.14,1250.98,1331.57,2224.63,1642.785,2537.92,1769.57,1583.71,3212.66,2401.02,1242.34,1159.1,5041.77
"VCL",3515.68,1896.65,1651,2816.11,1524.88,264.03,1605.83,2303.175,1191.69,1378.57,1131.275,2865.37,5256.04
"DRD2",5.82,52.08,30.56,8.38,1.94,0.09,3.53,14.62,11.47,5.215,0.91,24.725,9.375
"FGFRL1",178.77,412,567.1,223.41,536.45,753.83,325.29,306.84,217.27,511,1589.22,297.2,491.85
"ART4",5.92,24.63,10.96,6.01,28.095,521.76,69.52,8.22,2.97,4.56,71.5,12.09,10.79
"RCOR3",551.56,808,616.37,521.76,561.98,271.48,511,777.745,397.93,575.03,1015.93,561.23,785.88
"CACUL1",361.04,490.14,262.2,277.2,231.32,170.25,332.14,289.02,329.84,265.87,256.78,339.175,372.515
"ZNF707",190.34,166.73,172.65,164.42,153.88,87.03,187.71,183.185,143.01,164.995,244.57,227.345,179.395
"PDE3A",45.85,55.49,412,379.04,97.05,17,60.39,96.01,8.71,45.855,38.4,101.185,422.145
"NRIP1",214.27,450.94,785.88,248,317.79,183.82,187.71,227.335,242.88,147.575,105.89,209.11,193.01
"BOLA2",248,118.43,221.86,291.04,170.85,157.68,214.27,152.925,312,273.435,161.02,158.245,275.28
"COG6",201.25,341.51,258.57,221.86,327.565,119.26,212.78,305.55,217.27,255.89,301.33,248.865,246.28
"CRK",733.19,1030.12,759.08,884.29,842.375,693.58,941.27,691.18,660.68,746.02,836.53,753.845,780.44
"PLEKHJ1",954.43,728.11,1259.69,2468.49,1819.525,1081.39,1304.15,1220.985,1233.75,1890.095,2018.8,1001.95,1498.22
"B4GALNT2",0,0,0,48.87,112.445,0,2.84,0,5.02,31.92,69.52,0,5.28
"HNF4A",0.56,0.13,4.1,309.83,465.6,2335.28,3.03,0.49,0.49,257.675,0.21,0.275,4.31
"FGFR2",332.14,693.58,242.88,718.08,789.415,551.56,638.15,759.08,669.92,341.515,1212.545,1204.51,672.255
"EIF3L",14065.74,18178.19,17197.56,11909.94,9311.86,6294.04,9808.75,12721.355,12415.75,11827.67,13353.225,18887.45,10997.42
"UGT1A1",156.59,0,4.58,47.5,1229.545,3820.7,0,9.97,35,58.3,0.58,0,123.5
"CHRDL1",444.72,2591.27,246.28,961.07,275.345,9.27,1119.56,1832.715,198.47,219.555,728.11,1709.305,2271.45
"DEFA5",0,0,0,29.06,0,0,0,0,0.62,0,0,0,0
"LRRC25",53.19,80.57,46.5,88.88,62.34,93.35,346.29,40.645,45.85,55.105,27.84,46.51,65.72
"SH2B2",79.45,40.93,102.97,67.59,52.27,32.13,118.43,53.38,60.82,124.805,132.9,102.255,110.43
"VCAN",447.82,708.18,848.22,262.2,262.425,46.5,620.67,164.995,153.34,244.58,110.055,331.085,409.155
"BCOR",444.72,297.17,444.72,287.01,375.11,195.72,343.89,443.18,343.89,373.81,426.57,393.825,376.41
"MSL2",226.54,392.44,267.73,246.28,252.355,159.9,285.03,275.28,249.73,261.29,336.79,371.23,258.57
"FCGR2A",236.21,473.41,214.27,353.59,248.055,152.28,2417.67,172.65,217.27,285.03,189.68,189.035,325.29
"GPR158",0.35,2.78,0,5.5,2.11,0.97,2.01,12.045,0.52,4.335,5.775,1.255,3.26
"FAM114A2",269.6,384.34,301.33,226.54,395.18,193.01,312,308.76,271.48,293.07,312,262.2,340.325
"MCHR1",7.06,6.62,4.5,3.89,5.045,24.11,4.06,2.095,3.99,3.955,0.885,18.925,4.5
"CTD-2368P22.1",42.71,85.82,67.12,47.84,91.73,14.67,63,97.02,22.1,47.005,183.82,76.98,130.6
"PBX3",547.75,417.77,1268.46,587.13,228.955,329.84,463.65,836.53,191.67,380.36,944.55,283.06,863.075
"INMT-FAM188B",8.65,23.76,5.59,5.36,16.28,3.76,78.89,41.09,2.89,24.37,19.895,8.815,43.94
"GAS8",262.2,348.71,363.56,246.28,505.78,149.12,392.44,400.715,287.01,306.62,775.05,444.73,429.54
"SPAG7",1674.06,1331.57,1832.01,1605.83,2156.4,1529.73,1794.29,1864.065,1561.89,1326.97,2209.26,2451.495,1578.235
"SLC8B1",450.94,497,518.15,595.34,566.115,371.22,575.03,428.055,403.5,383.01,383.01,413.435,603.67
"ADARB2",5.54,10.24,70.51,20.41,11.255,4.54,13.03,18.57,27.84,21.63,2.985,9.03,51.35
"ZNF518B",144.01,185.11,114.36,126.12,148.86,23.76,116.78,232.13,127.89,103.33,181.28,189.025,246.28
"POU3F3",0,3.14,0,6.21,794.22,0,0.09,1.99,2.39,0.54,0.18,0,15.115
"GSPT1",1477.58,1551.09,1044.52,1340.84,1427.25,928.3,1561.89,1369.04,1857.6,1212.545,1179.36,822.19,1806.78
"SP140L",260.38,271.48,175.07,271.48,178.81,218.79,341.51,189.02,220.32,210.575,178.77,203.365,309.83
"DTHD1",2.94,2.71,6.78,2.12,0.66,2.39,42.41,1.87,4.58,4.405,4.26,7.495,4.13
"EIF4EBP3",688.78,1127.35,1457.23,842.36,961.65,1304.15,872.1,1255.335,934.76,796.88,1143.1,851.175,854.13
"PTPN2",679.29,679.29,909.17,547.75,354.925,346.29,743.43,500.46,603.67,516.355,644.83,629.35,624.99
"DIEXF",94.01,140.04,102.25,76.17,85.225,66.18,73.03,85.225,91.41,74.58,89.51,112.38,89.51
"AK5",29.48,1044.52,34.51,26.1,47.645,3.86,9.06,50.27,11.21,23.93,12.785,15.35,39.36
"PDHA1",2664.15,2739.08,2133.97,4388.98,6250.71,3540.14,2004.85,2224.63,3639.7,3303,3257.52,2875.375,4254.195
"SLITRK2",5.45,5.06,33.54,7.28,19.535,1.27,16.88,13.625,3.41,4.025,9.63,4.7,21.63
"RBBP8",318.57,967.76,466.88,293.07,1281.735,186.4,450.94,412.01,647.07,320.8,379.04,595.355,579.04
"LRRC73",5.63,10.63,46.5,8.51,57.69,5.63,16.03,25.355,10.31,23.76,26.1,18.36,17.005
"MYO1C",2240.11,2895.31,1721.16,2935.74,1970.69,748.61,3280.18,2287.2,1605.83,2163.77,1697.45,2156.295,4095
"EGR4",0,0.67,0,0.8,1.97,0,0.87,0.725,0,2.17,0.935,0,0.63
"STAT2",1199.98,1870.53,1407.55,1183.45,808.02,1519.15,1757.34,1151.06,988.12,1040.905,1503.435,1195.835,1668.275
"DLGAP4",1340.84,1151.06,1233.75,1175.27,775.05,460.44,1151.06,1135.2,934.76,995,1066.48,1508.65,1991
"DCTN4",638.15,890.44,638.15,473.41,595.34,327.56,642.59,718.095,575.03,595.34,622.83,610.02,581.055
"LRRN4CL",220.32,258.57,603.67,167.9,10.37,1.11,41.22,64.345,55.89,90.14,54.33,607.89,325.295
"TPPP2",2.56,10.08,6.01,5.28,31.335,187.71,2.48,4.505,7.94,2.205,3.015,5.385,4.31
"IRF2BP1",334.46,325.29,703.28,412,431.035,412,325.29,534.595,314.17,577.035,447.82,686.435,529.06
"LMO3",830.75,136.19,813.63,674.59,132.475,4.28,1745.2,224.19,19.11,60.615,1472.475,213.195,772.37
"ABI1",884.29,1008.9,896.64,848.22,816.465,325.29,884.29,718.095,1286.18,842.36,660.68,620.68,1350.18
"IKZF3",21.16,14.56,4.7,14.03,3.895,8.06,38.4,11.775,16.39,42.865,13.62,5.045,17.77
"TET2",114.36,154.42,67.59,102.25,89.51,35.25,123.5,107.385,167.9,111.995,104.42,127,218.79
"LRRC9",0.34,0.35,0,0,0.6,0,0,8.89,0.21,0,0.75,0,0.45
"GRWD1",441.64,400.71,454.09,381.68,471.795,334.46,409.15,463.65,595.34,414.87,420.68,505.705,483.38
"ZNF852",28.65,51.71,38.12,43.63,34.64,17,42.11,46.67,26.86,58.1,38.12,41.815,55.305
"SAPCD1",28.86,41.81,62.12,63.45,42.41,21.47,43.94,42.865,19.53,33.66,45.21,95.37,98.73
"CACNB4",16.03,28.45,7.69,5.02,32.84,0.84,37.05,42.26,23.08,13.825,17.835,6.78,39.5
"GUCD1",1477.58,1572.76,1331.57,2271.4,2201.625,4210.15,2104.58,2047.045,1437.15,2392.67,1033.705,1208.34,2163.77
"EPHB6",1216.75,228.13,2627.46,102.25,191.005,90.14,220.32,971.13,511,192.34,756.455,491.85,759.08
"MSL1",1159.07,1628.26,1605.83,1313.23,735.77,629.35,1304.15,1272.875,967.76,995,1467.37,1639.59,2018.8
"XRCC6BP1",204.07,255,223.41,351.14,177.53,148.09,151.22,164.425,176.29,176.91,175.07,199.16,166.73
"IRAK1BP1",58.71,82.29,67.12,39.22,96.68,14.14,70.01,66.19,38.12,63.67,82.29,107.005,60.82
"TVP23B",775.05,909.17,836.53,669.92,785.88,612.11,753.83,941.295,1104.13,651.58,1104.13,785.895,1313.23
"UPF3A",802.41,988.12,1037.29,819.3,703.295,463.65,775.05,925.09,599.49,830.75,2039.925,1277.32,1378.57
"CCNK",656.11,669.92,540.19,708.18,438.59,267.73,679.29,567.1,669.92,695.995,698.41,538.35,802.41
"RNF208",173.85,117.6,279.14,164.42,250.46,314.17,141.02,288.015,371.22,232.13,327.56,158.82,660.68
"DHCR24",599.49,3018.3,656.11,713.11,1432.87,10959.3,9088.59,3955.48,5076.84,2417.67,393.81,290.03,7642.41
"SPG21",1745.2,1769.57,3081.75,1457.23,2004.9,1806.78,2163.77,1870.53,1388.16,1317.8,2133.97,2126.595,1487.87
"NRBP1",2148.82,1733.13,2835.7,1832.01,1246.66,1135.2,1583.71,1745.2,2240.11,1519.19,1487.87,2287.26,2451.44
"NNT",656.11,656.11,486.75,848.22,1938.2,1950,536.45,612.11,638.15,748.61,796.86,402.22,928.3
"CYHR1",1143.1,947.83,1519.15,1073.91,988.145,902.89,934.76,1950,802.41,1008.9,1397.83,1487.87,1392.995
"SRD5A3",387.02,529.06,669.92,255,331.71,336.79,532.74,334.465,633.73,563.18,258.57,334.46,808
"ZNF317",441.64,529.06,555.41,454.09,419.225,320.8,473.41,463.65,376.41,480.04,460.44,587.145,500.46
"MIA2",2.43,1.14,3.44,3.53,89.24,92.05,12.93,7.57,0,17.835,0,0,0
"IL34",145.02,511,460.44,76.71,85.825,48.18,189.02,111.6,277.2,81.425,141.02,99.43,438.59
"SPTBN2",159.9,297.17,118.43,48.18,2233.015,967.76,82.87,819.375,1313.23,187.055,18.16,96.345,2047
"ATR",397.93,547.75,438.59,316.37,338.31,287.01,358.54,416.32,379.04,278.17,557.345,460.44,447.82
"LNP1",76.71,63.89,82.29,38.12,80.3,68.07,68.55,57.485,24.11,35.5,106.635,107.005,58.51
"APOE",1857.6,4239.45,12943.04,2591.27,9708.74,186652.11,7485.11,713.13,620.67,1085.155,2494.32,1877.035,738.29
"SLC28A1",0.96,4.58,8.13,0.97,362.925,1259.69,0.54,0.565,2.56,5.105,0.93,3.26,1.25
"CLDN5",842.36,1088.92,642.59,679.29,458.98,249.73,3190.46,377.725,224.97,665.29,872.12,1199.98,1216.78
"RNF144B",113.56,463.65,152.28,65.26,428.18,172.65,684.02,455.67,406.31,111.99,872.1,145.02,237.86
"RNF43",64.34,153.34,51.71,91.41,161.41,113.56,135.24,379.045,197.09,181.915,52.45,49.645,281.09
"BX649567.1",0,0,0,0,0,0,0,0,0,0,1.465,0,0
"OR1J1",0.53,0,0,0,0,0,0,0,0,0,0,0,0
"APBB3",299.25,397.93,486.75,379.04,220.32,325.29,307.69,342.7,189.02,287.01,822.15,540.19,827.875
"LRMP",503.95,163.28,105.15,158.79,156.12,49.21,201.25,81.14,107.38,103.7,127,66.905,158.79
"RP11-598P20.5",0,0,0,0,0,0,0,0,0,0,0,0,0
"EXOC7",1745.2,1639.59,1498.22,1183.45,1191.805,660.68,1322.37,1751.27,1216.75,1313.23,1685.71,1903.25,1529.73
"PPP4C",1757.34,1417.35,2075.59,2018.8,1890.095,2119.22,2032.85,1781.89,2351.53,2018.8,1519.15,1819.525,2502.97
"SH2D3C",163.28,329.84,312,146.03,336.825,88.26,1135.2,129.695,88.88,187.055,371.22,446.4,302.385
"MGAT1",2777.33,2335.28,2682.69,2287.2,1943.355,2720.15,4066.71,2224.63,2351.53,2477.08,3455.29,2335.28,2468.49
"TMEM243",460.44,629.35,848.22,444.72,788.615,126.12,1685.71,571.065,358.54,579.04,1903.25,759.095,462.045
"NSDHL",473.41,403.5,575.03,346.29,398.015,718.08,497,614.24,743.43,431.035,429.54,446.27,1135.2
"PPM1K",190.34,241.19,314.17,103.69,360.05,103.69,277.2,362.3,109.66,247.18,207.66,463.695,305.565
"APOA1",6.84,3.29,10.79,10.88,20.485,546551.29,41.52,9.165,2.71,531.055,104.785,53.205,29.59
"ZNF442",28.24,40.07,57.89,23.76,48.01,18.43,30.34,43.785,18.29,18.29,40.07,43.985,30.89
"NPIPB8",1.31,5.54,3.03,11.82,2.14,3.47,5.32,3.79,2.27,9.815,11.085,4.54,20.935
"AL133262.1",0,0,0,0,0,0,0,0,0,0,0,0,0
"SSU72",2739.08,2739.08,3146.52,2855.44,2806.515,2287.2,3168.41,2915.45,3212.66,2673.42,3690.52,3007.875,3039.3
"BMPR1B",3.41,31.9,72.52,9.2,179.705,6.57,33.06,500.475,14.45,40.215,8,64.115,154.96
"NELL2",69.52,50.98,395.18,51.71,12.88,9.63,99.43,123.08,39.22,40.215,274.325,27.345,30.565
"ZACN",35.76,19.82,2.03,295.11,204.845,181.28,12.55,310.915,414.87,116.375,297.17,2.385,521.76
"MAPRE3",423.61,583.07,341.51,612.11,514.575,476.71,486.75,573.04,373.81,466.88,633.73,802.43,938.015
"TTC24",3.41,2.14,1.73,2.05,0.635,1.58,3.76,1.305,2.03,3.905,2.48,1.04,4.17
"AVPR2",37.05,116.78,108.14,27.25,245.5,1.46,41.22,24.545,14.45,26.575,37.455,117.2,75.11
"CYP26B1",35,152.28,42.11,55.1,166.235,7.11,58.71,37.055,113.56,23.085,161.02,44.94,64.8
"RPS28",23986.58,18431.96,37639.55,21617.82,12902.05,18560.17,18819.27,26800.66,26614.89,26614.89,21320.18,30678.955,29327.18
"CSNK2A2",813.63,1008.9,764.36,708.18,684.02,420.68,743.43,715.595,785.88,808,764.36,998.465,1135.2
"GREM2",68.07,59.97,16.88,423.61,9.795,193.01,25.72,59.97,34.75,192.34,8.25,237.325,158.79
"SRGAP3",98.73,96.68,72.01,38.67,145.37,20.56,43.02,145.02,73.03,61.9,137.62,96.68,116.78
"PATZ1",438.59,780.44,426.57,348.71,676.94,356.05,420.68,759.095,309.83,402.105,1073.91,1008.9,363.565
"ARAP3",223.41,273.37,423.61,130.6,155.455,61.25,457.25,156.59,68.07,115.97,193.01,388.37,244.57
"PARK2",36.27,75.11,49.56,42.41,228.125,22.75,28.24,44.73,28.04,45.37,37.59,54.365,93.025
"TCF15",17.51,30.12,1.48,10.47,11.34,2.66,9.56,3.705,3.92,6.285,6.545,30.13,47.84
"EIF3E",8305.36,10959.3,11992.79,6381.92,4623.49,3614.55,5672.41,7155.35,7485.11,6294.04,5633.22,13034.325,6381.92
"IZUMO2",0,0,0,0,0,0,3.69,3.84,0,0,4.58,0,0
"BAIAP3",81.71,88.26,55.89,91.41,186.625,144.01,103.69,190.36,45.21,87.955,30.015,48.52,84.04
"MTHFR",181.28,204.07,161.02,251.48,256.88,85.82,389.72,218.03,224.97,324.16,422.145,195.05,366.09
"CNKSR1",204.07,297.17,173.85,175.07,214.1,36.79,392.44,422.145,579.04,434.04,713.11,122.69,842.36
"TMEM67",104.42,202.66,131.51,76.17,180.65,28.04,162.14,123.5,63.45,110.82,278.17,223.41,140.53
"AC024592.12",40.93,28.65,39.5,37.85,39.505,52.45,31.9,35.125,52.45,53.76,19.82,32.82,43.94
"RP11-345J4.3",13.03,12.45,18.29,12.83,14.78,1.75,11.91,15.505,10.71,6.16,10.43,11.085,7.51
"PXDN",638.15,819.3,136.19,470.14,185.11,158.79,435.55,372.515,127,214.275,107.005,705.73,569.075
"PCDHB1",0,0,0,0.33,5.845,0,0,0,0,0,0,0,0
"PRR22",27.84,24.28,64.34,38.4,29.075,74.06,33.3,57.49,28.86,34.02,78.065,46.67,97.36
"ZNF114",0.85,11.04,44.57,2.43,8.415,0,10.55,6.89,2.58,2.29,122.64,19.92,4.19
"LRRC38",3.63,3.29,3.11,0.66,1.025,0,0.42,0.56,5.77,1.29,0.38,2.06,3.79
"GPR176",84.04,129.69,162.14,53.19,118.465,27.05,120.1,194.365,31,37.985,95.005,68.55,53.19
"FAM188A",500.46,490.14,595.34,392.44,435.55,248,409.15,476.71,246.28,328.7,426.57,449.445,529.06
"WDR5B",44.57,114.36,72.01,44.25,73.57,52.08,74.58,109.28,45.21,61.9,131.51,93.68,59.97
"SLC22A17",476.71,595.34,1073.91,420.68,667.605,70.01,314.17,1452.19,133.36,412.01,1364.375,845.29,915.595
"KRT8",9673.69,6745.86,2018.8,13033.07,8248.77,14461.21,8479.89,11228.52,4802.93,16383,14163.58,1943.265,6935.54
"CYB5B",2075.59,1936.53,2400.97,1896.65,2319.365,1044.52,1844.76,1883.54,1594.73,1295.13,1457.23,1763.545,1340.84
"MBTD1",140.04,267.73,204.07,165.57,114.36,112.77,131.51,149.645,106.63,147.06,208.38,176.91,193.01
"PARD3",896.64,684.02,450.94,688.78,605.945,406.31,500.46,561.255,1073.91,509.23,444.72,538.35,1407.55
"WDYHV1",260.38,309.83,366.09,223.41,326.435,146.03,246.28,348.71,277.2,214.275,254.115,302.385,246.28
"PLEKHF2",198.47,518.15,162.14,309.83,384.34,148.09,409.15,217.27,339.14,299.25,202.66,166.735,341.51
"MAMDC4",29.06,32.36,88.26,133.36,47.21,291.04,42.11,68.31,25.91,71,201.955,50.805,147.06
"SLC25A28",1313.23,1081.39,1359.57,1175.27,725.595,1073.91,1096.5,1155.065,1044.52,1012.415,1111.82,1277.41,1763.455
"APMAP",1417.35,2537.92,1437.15,1111.82,2141.495,5255.91,1832.01,1757.385,1081.39,802.41,4704.07,1733.13,769.69
"CNTNAP3B",54.33,129.69,52.82,59.55,99.43,26.67,50.63,37.995,59.55,32.36,26.96,49.21,414.87
"ACY3",6.67,24.28,42.71,39.5,658.505,759.08,10.47,22.44,8.58,310.915,3.23,17.385,14.56
"CGB2",0,0,0,0,0,0,0,0,0,0,0,0,0
"HTR2A",7.46,15.56,7.4,5.77,1.18,0.88,3.44,3.215,1.57,5.255,1.77,6.16,10.96
"THOC7",1819.35,1697.45,1950,1721.16,1359.61,1023,1340.84,1388.2,1794.29,1345.51,1019.465,1813.065,1674.06
"USP4",796.86,1030.12,748.61,748.61,767.065,392.44,934.76,785.88,688.78,618.52,802.41,791.37,967.76
"C19orf70",2018.8,1350.18,2104.58,2287.2,2468.49,1757.34,1583.71,1896.65,2178.83,1769.57,1806.78,1703.355,1883.54
"GRIK2",10.16,4.78,70.51,12,15.28,0.95,3.03,25.35,3.47,8.645,44.73,4.5,36.92
"SLC50A1",796.86,854.13,1322.37,1081.39,1127.46,1073.91,1051.79,1561.925,1051.79,1155.065,1059.11,796.86,1037.29
"PTPN11",860.08,1135.2,775.05,607.87,780.52,518.15,769.69,723.08,642.59,542.075,703.28,756.56,1030.12
"SUPT20H",518.15,733.19,679.29,603.67,480.045,215.77,587.13,616.39,447.82,540.19,695.995,810.855,825
"SLC44A5",36.53,35,13.52,9.56,26.67,5.45,7.22,9.2,44.25,11.685,11.685,7.41,154.42
